clip_id,label,body_part_label,duel_label,pass_label,cross_accurate,cross_direction,cross_flank,pass_accurate,pass_direction,pass_distance,pass_progressive,pass_through,shot_on_target,shot_goal
1860160073,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1898278922,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2106035674,1,-1,-1,1,0,2,0,-1,-1,-1,-1,-1,-1,-1
1861753081,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1789812677,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1759873863,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2080404622,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1780914067,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1789945679,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1860160501,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1789945810,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1790030534,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1863755917,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1837225265,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
2010515706,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2103779714,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1788470293,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1839724423,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1973245200,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1741176897,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1733150686,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1949436581,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
2099810851,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1811580323,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1778256769,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1822446693,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1
1885894702,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2103779988,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1884563100,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1912513390,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1826540481,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1837226315,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1941316784,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1982623058,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1762929405,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1
1794258002,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
2090597431,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1861058941,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,-1,-1
1770816769,1,-1,-1,1,0,2,1,-1,-1,-1,-1,-1,-1,-1
2097702629,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1827938453,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1817220720,1,-1,-1,1,0,2,1,-1,-1,-1,-1,-1,-1,-1
1759873196,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1834873486,1,-1,-1,1,0,2,0,-1,-1,-1,-1,-1,-1,-1
1778781654,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2091573984,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1793046759,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1
1898278855,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1911882465,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1740059189,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1911884023,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
1826541121,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1759873944,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1960316170,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
2044105800,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1833400765,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1840065581,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1949436980,1,-1,-1,0,-1,-1,-1,1,0,1,1,0,-1,-1
1826540163,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1794258288,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,-1,-1
1725461647,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1835297772,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1773519761,1,-1,-1,0,-1,-1,-1,1,0,1,1,0,-1,-1
1941316647,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1788471658,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,-1,-1
1741178405,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2019659003,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
2080814314,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1865227410,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
2090598885,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1827936371,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
2097510799,1,-1,-1,0,-1,-1,-1,0,0,0,1,0,-1,-1
2051381368,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1758802295,1,-1,-1,1,0,2,1,-1,-1,-1,-1,-1,-1,-1
2099945195,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1778256289,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
2090598056,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2105075747,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
2100004159,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1770729340,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1920543707,1,-1,-1,0,-1,-1,-1,0,0,0,1,0,-1,-1
1781704142,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1725460962,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1956178910,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1789945832,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2105075639,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
1856754547,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,-1,-1
1773722429,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1856240891,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1860160811,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1884563725,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2098589559,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1866522653,1,-1,-1,1,0,2,1,-1,-1,-1,-1,-1,-1,-1
1822448022,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1720901185,1,-1,-1,0,-1,-1,-1,0,2,0,0,1,-1,-1
2090215759,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,-1,-1
2099524431,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1922677209,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2019659777,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1832835417,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1898279902,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1850339760,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1785889582,1,-1,-1,0,-1,-1,-1,1,2,1,1,1,-1,-1
1810759759,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1860160245,1,-1,-1,0,-1,-1,-1,1,0,0,1,0,-1,-1
2097330962,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1766249356,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1762928971,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1806299324,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1806298439,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1785888935,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1720901054,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1832490925,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1819114351,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
2099059228,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1775800822,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1818186876,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1764169781,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1741176900,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
1871881258,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1839725256,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
2098590487,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,-1,-1
1838652168,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1884563077,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1822446155,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1791371120,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1742587623,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1731018313,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
2019659198,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1791616931,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1867212752,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
1729533606,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
2051381755,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,-1,-1
1762928284,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
2102878268,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
2098736616,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1783687424,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1791371275,1,-1,-1,1,0,2,2,-1,-1,-1,-1,-1,-1,-1
1758798853,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2099525502,1,-1,-1,1,0,2,0,-1,-1,-1,-1,-1,-1,-1
1734632878,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1866521874,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1785889835,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
2010144939,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1789813715,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1977438573,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1884563748,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1822447440,1,-1,-1,0,-1,-1,-1,1,0,1,1,0,-1,-1
1789945928,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1785888711,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
1821613256,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1815692588,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1899869572,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1770817271,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1740058783,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
1832339818,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1817220915,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1781663721,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
2088962715,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1778257094,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1770729706,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2097510245,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1832230824,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1871239702,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1734135140,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
1977435708,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1742406686,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1733150057,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2100199285,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1766249517,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010715058,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2098735566,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010714489,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
2091329758,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1734633534,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1852520189,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1833401077,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1853471482,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1744222510,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1773720997,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1898279796,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1759887364,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1791181415,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1826540824,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1869056401,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,-1,-1
1806298814,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1758802167,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,-1,-1
1866523218,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1881961030,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
1861059484,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
1899869799,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1868917443,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1920544664,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1826541358,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1850339593,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1744274023,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1899868814,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
1733177774,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1830179473,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1770817363,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1781703153,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1725706376,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1
2103780126,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1856240600,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1815693358,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1839723681,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1771813200,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1863756701,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1856240167,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1741177609,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2046111036,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
1734134363,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
1827754418,1,-1,-1,0,-1,-1,-1,1,0,1,1,0,-1,-1
1832489662,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
2097702314,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2100198751,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1781703785,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
2091339652,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
1772936473,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1758801396,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1780913530,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1733150904,1,-1,-1,0,-1,-1,-1,1,0,1,1,0,-1,-1
1744273702,1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1
2103780585,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2099524222,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1832490610,1,-1,-1,0,-1,-1,-1,1,2,1,1,1,-1,-1
1778780385,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1790031651,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1899869674,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1834873143,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1762929017,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1811579368,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
1775801609,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1742586921,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1865227819,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1762928778,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1725460948,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1827937757,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1838653377,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1778567488,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2019660322,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1790032183,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1852521693,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1725706396,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,-1,-1
1867212337,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2120719574,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2098736898,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
1871240539,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1795644057,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
1720901555,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1770382508,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1790031264,1,-1,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1
2080814040,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1801326099,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
2051382293,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1791181036,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1878457499,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1764170289,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1725460689,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1861059702,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1842386862,1,-1,-1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1
1809599503,1,-1,-1,0,-1,-1,-1,1,0,1,1,0,-1,-1
1789812800,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1848627542,1,-1,-1,0,-1,-1,-1,1,0,0,1,0,-1,-1
1818890895,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1885895338,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
1899869156,1,-1,-1,1,0,2,1,-1,-1,-1,-1,-1,-1,-1
1850121981,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1759873218,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1829418537,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2090599438,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1917024065,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1758802558,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
2099945031,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
2120719127,1,-1,-1,0,-1,-1,-1,0,0,0,1,0,-1,-1
1830582795,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1758800949,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
2120718526,1,-1,-1,0,-1,-1,-1,0,2,1,1,1,-1,-1
1736979703,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1832489117,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1775800623,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1826540943,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1736979343,1,-1,-1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1741178526,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1789945590,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2105261303,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1
